time	XOutVar(1)	XOutVar(2)	XOutVar(3)	Y(1)	Y(2)	Y(3)	Z(1)	Z(2)	Z(3)
27097.66667	-0.406737	0.406737	0.228611	-0.174	-0.18879	-0.20416	-0.87	-0.899	-0.928
27097.70833	-0.358368	0.358368	0.233057	-0.138	-0.14973	-0.16192	-0.69	-0.713	-0.736
27097.75	-0.309017	0.309017	0.237498	-0.222	-0.24087	-0.26048	-1.11	-1.147	-1.184
27097.79167	-0.258819	0.258819	0.241934	-0.252	-0.27342	-0.29568	-1.26	-1.302	-1.344
27097.83333	-0.207912	0.207912	0.246365	-0.186	-0.20181	-0.21824	-0.93	-0.961	-0.992
27097.875	-0.156434	0.156434	0.25079	-0.168	-0.18228	-0.19712	-0.84	-0.868	-0.896
27097.91667	-0.104528	0.104528	0.255212	-0.174	-0.18879	-0.20416	-0.87	-0.899	-0.928
27097.95833	-0.052336	0.052336	0.259627	-0.21	-0.22785	-0.2464	-1.05	-1.085	-1.12
27098	-7.83748E-15	1.86181E-14	0.264036	-0.216	-0.23436	-0.25344	-1.08	-1.116	-1.152
27098.04167	0.052336	-0.052336	0.268441	-0.156	-0.16926	-0.18304	-0.78	-0.806	-0.832
27098.08333	0.104528	-0.104528	0.27284	-0.156	-0.16926	-0.18304	-0.78	-0.806	-0.832
27098.125	0.156434	-0.156434	0.277232	-0.15	-0.16275	-0.176	-0.75	-0.775	-0.8
27098.16667	0.207912	-0.207912	0.28162	-0.108	-0.11718	-0.12672	-0.54	-0.558	-0.576
27098.20833	0.258819	-0.258819	0.286001	-0.084	-0.09114	-0.09856	-0.42	-0.434	-0.448
27098.25	0.309017	-0.309017	0.290376	-0.12	-0.1302	-0.1408	-0.6	-0.62	-0.64
27098.29167	0.358368	-0.358368	0.294745	-0.138	-0.14973	-0.16192	-0.69	-0.713	-0.736
27098.33333	0.406737	-0.406737	0.299109	-0.198	-0.21483	-0.23232	-0.99	-1.023	-1.056
27098.375	0.45399	-0.45399	0.303466	-0.192	-0.20832	-0.22528	-0.96	-0.992	-1.024
27098.41667	0.5	-0.5	0.307816	-0.09	-0.09765	-0.1056	-0.45	-0.465	-0.48
27098.45833	0.544639	-0.544639	0.312161	-0.078	-0.08463	-0.09152	-0.39	-0.403	-0.416
27098.5	0.587785	-0.587785	0.316498	-0.024	-0.02604	-0.02816	-0.12	-0.124	-0.128
27098.54167	0.62932	-0.62932	0.320829	0.018	0.01953	0.02112	0.09	0.093	0.096
27098.58333	0.669131	-0.669131	0.325154	0.048	0.05208	0.05632	0.24	0.248	0.256
27098.625	0.707107	-0.707107	0.329471	0.066	0.07161	0.07744	0.33	0.341	0.352
27098.66667	0.743145	-0.743145	0.333782	0.078	0.08463	0.09152	0.39	0.403	0.416
27098.70833	0.777146	-0.777146	0.338086	0.078	0.08463	0.09152	0.39	0.403	0.416
27098.75	0.809017	-0.809017	0.342382	-0.048	-0.05208	-0.05632	-0.24	-0.248	-0.256
27098.79167	0.838671	-0.838671	0.346672	-0.18	-0.1953	-0.2112	-0.9	-0.93	-0.96
27098.83333	0.866025	-0.866025	0.350955	-0.3	-0.3255	-0.352	-1.5	-1.55	-1.6
27098.875	0.891007	-0.891007	0.355229	-0.426	-0.46221	-0.49984	-2.13	-2.201	-2.272
27098.91667	0.913545	-0.913545	0.359496	-0.48	-0.5208	-0.5632	-2.4	-2.48	-2.56
27098.95833	0.93358	-0.93358	0.363757	-0.486	-0.52731	-0.57024	-2.43	-2.511	-2.592
27099	0.951057	-0.951057	0.368009	-0.516	-0.55986	-0.60544	-2.58	-2.666	-2.752
27099.04167	0.965926	-0.965926	0.372254	-0.612	-0.66402	-0.71808	-3.06	-3.162	-3.264
27099.08333	0.978148	-0.978148	0.376491	-0.654	-0.70959	-0.76736	-3.27	-3.379	-3.488
27099.125	0.987688	-0.987688	0.38072	-0.648	-0.70308	-0.76032	-3.24	-3.348	-3.456
27099.16667	0.994522	-0.994522	0.384941	-0.69	-0.74865	-0.8096	-3.45	-3.565	-3.68
27099.20833	0.99863	-0.99863	0.389155	-0.666	-0.72261	-0.78144	-3.33	-3.441	-3.552
27099.25	1	-1	0.393359	-0.672	-0.72912	-0.78848	-3.36	-3.472	-3.584
27099.29167	0.99863	-0.99863	0.397556	-0.642	-0.69657	-0.75328	-3.21	-3.317	-3.424
27099.33333	0.994522	-0.994522	0.401745	-0.624	-0.67704	-0.73216	-3.12	-3.224	-3.328
27099.375	0.987688	-0.987688	0.405925	-0.474	-0.51429	-0.55616	-2.37	-2.449	-2.528
27099.41667	0.978148	-0.978148	0.410096	-0.45	-0.48825	-0.528	-2.25	-2.325	-2.4
27099.45833	0.965926	-0.965926	0.414259	-0.384	-0.41664	-0.45056	-1.92	-1.984	-2.048
27099.5	0.951057	-0.951057	0.418414	-0.318	-0.34503	-0.37312	-1.59	-1.643	-1.696
27099.54167	0.93358	-0.93358	0.422559	-0.27	-0.29295	-0.3168	-1.35	-1.395	-1.44
27099.58333	0.913545	-0.913545	0.426696	-0.228	-0.24738	-0.26752	-1.14	-1.178	-1.216
27099.625	0.891007	-0.891007	0.430825	-0.192	-0.20832	-0.22528	-0.96	-0.992	-1.024
27099.66667	0.866025	-0.866025	0.434943	-0.204	-0.22134	-0.23936	-1.02	-1.054	-1.088
27099.70833	0.838671	-0.838671	0.439053	-0.258	-0.27993	-0.30272	-1.29	-1.333	-1.376
27099.75	0.809017	-0.809017	0.443154	-0.336	-0.36456	-0.39424	-1.68	-1.736	-1.792
27099.79167	0.777146	-0.777146	0.447245	-0.414	-0.44919	-0.48576	-2.07	-2.139	-2.208
27099.83333	0.743145	-0.743145	0.451327	-0.48	-0.5208	-0.5632	-2.4	-2.48	-2.56
27099.875	0.707107	-0.707107	0.4554	-0.522	-0.56637	-0.61248	-2.61	-2.697	-2.784
27099.91667	0.669131	-0.669131	0.459463	-0.588	-0.63798	-0.68992	-2.94	-3.038	-3.136
27099.95833	0.62932	-0.62932	0.463517	-0.654	-0.70959	-0.76736	-3.27	-3.379	-3.488
27100	0.587785	-0.587785	0.467561	-0.624	-0.67704	-0.73216	-3.12	-3.224	-3.328
27100.04167	0.544639	-0.544639	0.471595	-0.618	-0.67053	-0.72512	-3.09	-3.193	-3.296
27100.08333	0.5	-0.5	0.475619	-0.648	-0.70308	-0.76032	-3.24	-3.348	-3.456
27100.125	0.45399	-0.45399	0.479634	-0.654	-0.70959	-0.76736	-3.27	-3.379	-3.488
27100.16667	0.406737	-0.406737	0.483638	-0.684	-0.74214	-0.80256	-3.42	-3.534	-3.648
27100.20833	0.358368	-0.358368	0.487632	-0.684	-0.74214	-0.80256	-3.42	-3.534	-3.648
27100.25	0.309017	-0.309017	0.491617	-0.636	-0.69006	-0.74624	-3.18	-3.286	-3.392
27100.29167	0.258819	-0.258819	0.49559	-0.642	-0.69657	-0.75328	-3.21	-3.317	-3.424
27100.33333	0.207912	-0.207912	0.499553	-0.648	-0.70308	-0.76032	-3.24	-3.348	-3.456
27100.375	0.156434	-0.156434	0.503507	-0.606	-0.65751	-0.71104	-3.03	-3.131	-3.232
27100.41667	0.104528	-0.104528	0.507449	-0.546	-0.59241	-0.64064	-2.73	-2.821	-2.912
27100.45833	0.052336	-0.052336	0.511381	-0.462	-0.50127	-0.54208	-2.31	-2.387	-2.464
27100.5	1.86181E-14	-9.76975E-16	0.515303	-0.42	-0.4557	-0.4928	-2.1	-2.17	-2.24
27100.54167	-0.052336	0.052336	0.519213	-0.378	-0.41013	-0.44352	-1.89	-1.953	-2.016
27100.58333	-0.104528	0.104528	0.523112	-0.336	-0.36456	-0.39424	-1.68	-1.736	-1.792
27100.625	-0.156434	0.156434	0.527001	-0.318	-0.34503	-0.37312	-1.59	-1.643	-1.696
27100.66667	-0.207912	0.207912	0.530879	-0.36	-0.3906	-0.4224	-1.8	-1.86	-1.92
27100.70833	-0.258819	0.258819	0.534746	-0.366	-0.39711	-0.42944	-1.83	-1.891	-1.952
27100.75	-0.309017	0.309017	0.538601	-0.396	-0.42966	-0.46464	-1.98	-2.046	-2.112
27100.79167	-0.358368	0.358368	0.542446	-0.384	-0.41664	-0.45056	-1.92	-1.984	-2.048
27100.83333	-0.406737	0.406737	0.546278	-0.282	-0.30597	-0.33088	-1.41	-1.457	-1.504
27100.875	-0.45399	0.45399	0.550099	-0.204	-0.22134	-0.23936	-1.02	-1.054	-1.088
27100.91667	-0.5	0.5	0.55391	-0.144	-0.15624	-0.16896	-0.72	-0.744	-0.768
27100.95833	-0.544639	0.544639	0.557708	-0.102	-0.11067	-0.11968	-0.51	-0.527	-0.544
27101	-0.587785	0.587785	0.561496	-0.072	-0.07812	-0.08448	-0.36	-0.372	-0.384
27101.04167	-0.62932	0.62932	0.56527	-0.042	-0.04557	-0.04928	-0.21	-0.217	-0.224
27101.08333	-0.669131	0.669131	0.569034	-0.012	-0.01302	-0.01408	-0.06	-0.062	-0.064
27101.125	-0.707107	0.707107	0.572786	-0.036	-0.03906	-0.04224	-0.18	-0.186	-0.192
27101.16667	-0.743145	0.743145	0.576524	-0.042	-0.04557	-0.04928	-0.21	-0.217	-0.224
27101.20833	-0.777146	0.777146	0.580252	-0.024	-0.02604	-0.02816	-0.12	-0.124	-0.128
27101.25	-0.809017	0.809017	0.583968	-0.006	-0.00651	-0.00704	-0.03	-0.031	-0.032
27101.29167	-0.838671	0.838671	0.58767	-0.018	-0.01953	-0.02112	-0.09	-0.093	-0.096
27101.33333	-0.866025	0.866025	0.591361	-0.078	-0.08463	-0.09152	-0.39	-0.403	-0.416
27101.375	-0.891007	0.891007	0.59504	-0.156	-0.16926	-0.18304	-0.78	-0.806	-0.832
27101.41667	-0.913545	0.913545	0.598705	-0.228	-0.24738	-0.26752	-1.14	-1.178	-1.216
27101.45833	-0.93358	0.93358	0.602359	-0.288	-0.31248	-0.33792	-1.44	-1.488	-1.536
27101.5	-0.951057	0.951057	0.606001	-0.354	-0.38409	-0.41536	-1.77	-1.829	-1.888
27101.54167	-0.965926	0.965926	0.609628	-0.372	-0.40362	-0.43648	-1.86	-1.922	-1.984
27101.58333	-0.978148	0.978148	0.613244	-0.312	-0.33852	-0.36608	-1.56	-1.612	-1.664
27101.625	-0.987688	0.987688	0.616848	-0.264	-0.28644	-0.30976	-1.32	-1.364	-1.408
